CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,MarginalWorkers2011,MarginalWorkersMale2011,MarginalWorkersFemale2011,PerMarginalWorkers2011,PerMarginalMale2011,PerMarginalFemale2011,PerMarginalWorkersMale2011,PerMarginalWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,MarginalWorkersTotal2001,MarginalWorkersMale2001,MarginalWorkerFemale2001,PerMarginalWorkers2001,PerMarginalMale2001,PerMarginalFemale2001,PerMarginalWorkersMale2001,PerMarginalWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,,PPChangeinMarginal,PPChangeinMarginalMale,PPChangeinMarginalFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Gonda,183,District - Gonda,0,3433919,1787146,1646773,430846,251629,179217,12.54677236,14.07993527,10.88292072,58.40346667,41.59653333,75.32621865,3.601518872,1.306731408,2.593037884,17.17249319,24.67378135,2765586,1451101,1314485,148947,46188,102759,5.385730185,3.182962454,7.817434204,31.00968801,68.99031199,86.5542777,4.970224308,1.496505468,3.205838318,3.773154209,13.4457223,,7.161042176,10.89697282,3.065486514,-27.39377866,-11.22805905,-1.368705436,-0.189774061,-0.612800435,13.39933898
Siddharthnagar,184,District - Siddharthnagar,0,2559297,1295095,1264202,430955,236022,194933,16.83880378,18.22430015,15.41945037,54.76720307,45.23279693,83.15578193,2.521608985,1.051385876,2.201854022,11.06936919,16.84421807,2040085,1047165,992920,127336,41546,85790,6.241700713,3.967474085,8.640172421,32.6270654,67.3729346,86.50656531,5.578940755,1.587139536,3.402808318,2.924546083,13.49343469,,10.59710307,14.25682606,6.779277952,-22.14013767,-3.350783381,-3.05733177,-0.535753661,-1.200954296,8.144823109
Basti,185,District - Basti,0,2464464,1255272,1209192,339840,197720,142120,13.78961105,15.75116787,11.75330303,58.18032015,41.81967985,79.43826507,3.536370056,1.41154661,3.584039548,12.02977872,20.56173493,2084814,1075765,1009049,169355,55700,113655,8.123266632,5.177710745,11.2635759,32.88949249,67.11050751,77.51941189,7.952525759,2.828378259,6.32222255,5.377461545,22.48058811,,5.666344415,10.57345713,0.48972713,-25.29082766,1.91885318,-4.416155703,-1.416831649,-2.738183002,6.652317174
Sant Kabir Nagar,186,District - Sant Kabir Nagar,0,1715183,869656,845527,274034,164534,109500,15.97695406,18.91943481,12.95050306,60.04145471,39.95854529,79.69230096,4.535568579,1.233788508,3.522555595,11.01578636,20.30769904,1420226,719465,700761,175910,70802,105108,12.38605687,9.840923464,14.99912238,40.24899096,59.75100904,71.14433517,9.678813029,4.276050253,7.12864533,7.772156216,28.85566483,,3.590897196,9.078511347,-2.048619324,-19.79246375,8.547965784,-5.14324445,-3.042261745,-3.606089735,3.243630146
Mahrajganj,187,District - Mahrajganj,0,2684703,1381754,1302949,554839,316280,238559,20.66668082,22.88974738,18.30915869,57.00392366,42.99607634,83.24559016,3.033492599,0.783830985,2.136836091,10.80025016,16.75440984,2173878,1124290,1049588,101627,31750,69877,4.67491736,2.824004483,6.657564683,31.24169758,68.75830242,95.02199219,1.793814636,0.39458018,1.20145237,1.588160627,4.978007813,,15.99176346,20.0657429,11.651594,-25.76222608,-11.77640202,1.239677963,0.389250805,0.935383721,9.212089536
Gorakhpur,188,District - Gorakhpur,0,4440895,2277777,2163118,606453,401496,204957,13.6560986,17.62665968,9.475072557,66.20397624,33.79602376,63.12789285,5.966332098,2.274537351,7.903003201,20.7282345,36.87210715,3769456,1923197,1846259,257203,95295,161908,6.823345332,4.955030608,8.76951717,37.05050097,62.94949903,86.31003526,5.367355746,1.041200919,3.886035544,3.395372527,13.68996474,,6.83275327,12.67162907,0.705555388,-29.15347527,-23.18214242,0.598976352,1.233336432,4.016967657,17.33286198
Kushinagar,189,District - Kushinagar,0,3564544,1818055,1746489,593715,382037,211678,16.65612768,21.01350069,12.1202023,64.34686676,35.65313324,75.89398954,4.620735538,1.36984917,3.291646665,14.82377909,24.10601046,2893196,1473637,1419559,2107,931,1176,0.072826037,0.063177024,0.082842629,44.18604651,55.81395349,64.87897485,1.661129568,0.237304224,9.492168961,23.7304224,35.12102515,,16.58330165,20.95032367,12.03735967,-20.16082025,11.01501469,2.95960597,1.132544946,-6.200522295,-8.906643316
Deoria,190,District - Deoria ,0,3100946,1537436,1563510,421248,263717,157531,13.5844997,17.15303922,10.07547122,62.60373936,37.39626064,71.06265193,6.025429201,2.137932999,5.351716803,15.42226907,28.93734807,2712650,1355023,1357627,50434,19256,31178,1.859215159,1.421082889,2.296507067,38.18059246,61.81940754,92.15410239,2.633144307,0.933893802,1.324503311,2.954356188,7.845897609,,11.72528454,15.73195633,7.778964148,-24.42314691,-21.09145046,3.392284893,1.204039197,4.027213492,12.46791288
Azamgarh,191,District - Azamgarh,0,4613913,2285004,2328909,587714,330792,256922,12.7378648,14.47664862,11.03186084,56.28451934,43.71548066,71.85637912,6.127470164,1.812786491,4.745845769,15.45751845,28.14362088,3939916,1950415,1989501,184259,58606,125653,4.676724072,3.004796415,6.315804817,31.80631611,68.19368389,93.37888516,1.967882166,0.657227055,2.030837028,1.965168594,6.621114844,,8.061140729,11.4718522,4.716056024,-24.47820323,-21.52250603,4.159587998,1.155559436,2.71500874,13.49234986
Mau,192,District - Mau,0,2205968,1114709,1091259,300772,175242,125530,13.63446795,15.72087424,11.50322701,58.26406713,41.73593287,64.41956033,9.706355645,1.994866543,6.426795047,17.45242243,35.58043967,1853997,933523,920474,85399,30614,54785,4.606210258,3.279405007,5.951824821,35.84819494,64.15180506,91.09240155,1.524608016,0.748252321,4.077331116,2.557406995,8.90759845,,9.028257694,12.44146923,5.551402186,-22.41587219,-26.67284122,8.181747628,1.246614222,2.349463931,14.89501544
Ballia,193,District - Ballia,0,3239774,1672902,1566872,449428,276725,172703,13.8722022,16.54161451,11.02215114,61.5727102,38.4272898,63.57592317,5.388627322,1.799620851,5.182142635,24.05368602,36.42407683,2761620,1413774,1347846,82896,27414,55482,3.001716384,1.939065225,4.116345636,33.07035321,66.92964679,87.75212314,5.522582513,0.924049411,2.703387377,3.097857556,12.24787686,,10.87048581,14.60254929,6.905805503,-28.50235699,-24.17619997,-0.133955191,0.87557144,2.478755258,20.95582846
Jaunpur,194,District - Jaunpur,0,4494204,2220465,2273739,541757,270785,270972,12.05457073,12.19496817,11.91746282,49.98274134,50.01725866,72.85757268,5.932179926,1.649448,3.458746264,16.10205313,27.14242732,3911679,1941903,1969776,56560,20277,36283,1.445926417,1.044181918,1.841986094,35.85042433,64.14957567,88.5466761,1.743281471,1.223479491,4.186704385,4.299858557,11.4533239,,10.60864431,11.15078625,10.07547673,-14.13231701,-15.68910342,4.188898455,0.425968509,-0.72795812,11.80219458
Ghazipur,195,District - Ghazipur,0,3620268,1855075,1765193,437551,227480,210071,12.08614942,12.26257698,11.90073833,51.9893681,48.0106319,72.58879536,5.542668169,1.544505669,4.173227807,16.15080299,27.41120464,3037582,1537141,1500441,89547,26926,62621,2.9479698,1.751693566,4.173506322,30.06912571,69.93087429,91.41233095,2.570717054,0.855416709,1.696315901,3.465219382,8.587669045,,9.138179624,10.51088342,7.72723201,-21.92024239,-18.82353559,2.971951115,0.689088961,2.476911905,12.68558361
Chandauli,196,District - Chandauli ,0,1952756,1017905,934851,309325,188901,120424,15.8404327,18.55782219,12.88162499,61.06877879,38.93122121,66.75600097,8.262507072,2.074193809,7.097389477,15.80990867,33.24399903,1643251,855123,788128,49761,18187,31574,3.028204456,2.126828538,4.006202038,36.5487028,63.4512972,91.51745343,2.282912321,1.742328329,1.947308133,2.509997789,8.482546573,,12.81222825,16.43099366,8.875422948,-24.52007599,-24.76145246,5.979594751,0.33186548,5.150081344,13.29991088
Varanasi,197,District - Varanasi ,0,3676841,1921857,1754984,299941,170246,129695,8.157573308,8.858411422,7.390095864,56.75982943,43.24017057,44.88716114,15.18832037,4.020790756,10.34003354,25.56369419,55.11283886,3138671,1649187,1489484,64470,22301,42169,2.054054088,1.352242044,2.831114668,34.59128277,65.40871723,92.01644176,1.968357376,0.98805646,1.566620133,3.460524275,7.983558244,,6.10351922,7.506169378,4.558981196,-22.16854667,-47.12928061,13.21996299,3.032734295,8.773413407,22.10316992
Sant Ravidas Nagar (Bhadohi),198,District - Sant Ravidas Nagar (Bhadohi) ,0,1578213,807099,771114,183493,105613,77880,11.62663088,13.08550748,10.09967398,57.55696403,42.44303597,54.02331424,18.01376619,2.351043364,11.13938951,14.47248669,45.97668576,1353705,705997,647708,7639,3130,4509,0.564303153,0.44334466,0.696147029,40.97394947,59.02605053,90.57468255,2.814504516,0.719989527,1.309071868,4.581751538,9.42531745,,11.06232773,12.64216282,9.403526949,-16.58301456,-36.55136831,15.19926168,1.631053837,9.830317645,9.890735151
Mirzapur,199,District - Mirzapur ,0,2496970,1312302,1184668,345362,192389,152973,13.83124347,14.66042115,12.91273167,55.7064761,44.2935239,65.2347392,11.63474847,1.813169949,6.795767919,14.52157446,34.7652608,2116042,1115249,1000793,87918,43959,43959,4.154832466,3.941630972,4.392416813,50,50,78.05000114,6.493550809,1.826702154,0.917900771,12.71184513,21.94999886,,9.676411002,10.71879018,8.520314855,-5.706476103,-12.81526194,5.141197658,-0.013532205,5.877867148,1.809729335
Sonbhadra,200,District - Sonbhadra ,0,1862559,971344,891215,333262,170133,163129,17.89269494,17.51521603,18.30411292,51.05082488,48.94917512,80.20956485,4.10457838,0.849481789,4.783623695,10.05275129,19.79043515,1463519,770897,692622,99041,55792,43249,6.767319044,7.237283321,6.244242892,56.33222605,43.66777395,60.53957452,16.23771973,2.373764401,3.109823205,17.73911814,39.46042548,,11.1253759,10.27793271,12.05987003,5.281401171,19.66999033,-12.13314135,-1.524282611,1.673800491,-7.686366854
Etah,201,District - Etah ,Y,1774480,947339,827141,130543,77714,52829,7.356690411,8.203399206,6.386940074,59.53134216,40.46865784,64.13978536,5.350727347,3.716782976,2.520242372,24.27246195,35.86021464,2790410,1509199,1281211,280070,62529,217541,10.0368763,4.143191189,16.97932659,22.32620416,77.67379584,85.21548184,2.782518656,4.135751776,2.141250402,5.724997322,14.78451816,,-2.283230389,3.912822702,-9.570753514,-33.05022414,-15.41248166,4.561297236,-0.911461156,0.70189276,11.06075282
Kanshiram Nagar,202,District - Kanshiram Nagar ,Y,1436719,764165,672554,118442,60165,58277,8.243922437,7.873299615,8.665029128,50.79701457,49.20298543,76.04481518,9.540534608,2.681481231,3.199034126,8.534134851,23.95518482,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-2.283230389,3.912822702,-9.570753514,-33.05022414,-15.41248166,4.561297236,-0.911461156,0.70189276,11.06075282
Pashchim Champaran,203,District - Pashchim Champaran ,0,3935042,2061110,1873932,681593,372178,309415,17.32111119,18.05716337,16.51153831,54.60414059,45.39585941,87.93092065,2.122821097,0.712301916,1.523196394,7.71075994,12.06907935,3043466,1600839,1442627,56598,29138,27460,1.859656063,1.820170548,1.90347193,51.48238454,48.51761546,32.30856214,37.80875649,4.150323333,4.461288385,21.27106965,67.69143786,,15.46145512,16.23699283,14.60806638,-3.121756058,55.62235851,-35.6859354,-3.438021417,-2.93809199,-13.56030971
Purba Champaran,204,District - Purba Champaran ,0,5099371,2681209,2418162,604874,337332,267542,11.86173746,12.58133924,11.06385759,55.76897007,44.23102993,85.78464275,2.607981166,0.9917768,1.335980717,9.279618565,14.21535725,3939773,2077047,1862726,77753,28117,49636,1.9735401,1.353700711,2.664696794,36.16194874,63.83805126,49.27526912,36.81658586,1.090633159,0.97874037,11.83877149,50.72473088,,9.888197358,11.22763853,8.399160797,-19.60702133,36.50937363,-34.20860469,-0.098856359,0.357240346,-2.559152929
Sheohar,205,District - Sheohar ,0,656246,346673,309573,78568,50529,28039,11.97233964,14.5754068,9.05731443,64.31244272,35.68755728,80.30623154,3.189593728,0.901130231,0.978769983,14.62427451,19.69376846,515961,273680,242281,63619,25166,38453,12.3301955,9.195410699,15.87124042,39.55736494,60.44263506,60.00408683,19.74252975,2.228893884,1.281063833,16.74342571,39.99591317,,-0.357855858,5.379996097,-6.813925989,-24.75507779,20.30214472,-16.55293602,-1.327763653,-0.30229385,-2.119151192
Sitamarhi,206,District - Sitamarhi ,0,3423574,1803252,1620322,360980,220617,140363,10.54395202,12.23439652,8.662660879,61.11612832,38.88387168,80.50916948,3.666685135,1.164330434,1.6252978,13.03451715,19.49083052,2682720,1417611,1265109,133721,47858,85863,4.984530626,3.375961389,6.787004124,35.7894422,64.2105578,62.63488906,18.09663404,2.002677216,1.03050381,16.23529588,37.36511094,,5.559421396,8.858435135,1.875656755,-25.32668612,17.87428042,-14.4299489,-0.838346782,0.59479399,-3.200778729
Madhubani,207,District - Madhubani ,0,4487379,2329313,2158066,562713,286204,276509,12.53990358,12.28705631,12.81281481,50.86145157,49.13854843,86.21944046,2.268474338,0.877889795,1.045470782,9.588724625,13.78055954,3575281,1840997,1734284,19880,8897,10983,0.556040211,0.483270749,0.633287282,44.75352113,55.24647887,76.26760563,6.871227364,1.207243461,5.145875252,10.50804829,23.73239437,,11.98386337,11.80378556,12.17952753,-6.107930448,9.951834827,-4.602753026,-0.329353666,-4.10040447,-0.919323665
Supaul,208,District - Supaul ,0,2229076,1155283,1073793,405060,195509,209551,18.17165498,16.92303964,19.51502757,48.26667654,51.73332346,89.63610329,1.662963512,0.515726065,1.182047104,7.003160026,10.36389671,1732578,902207,830371,16658,5925,10733,0.961457435,0.656722903,1.292554774,35.56849562,64.43150438,82.36883179,4.244206988,0.456237243,2.899507744,10.03121623,17.63116821,,17.21019755,16.26631673,18.2224728,-12.69818092,7.267271501,-2.581243476,0.059488822,-1.71746064,-3.028056207
Araria,209,District - Araria ,0,2811569,1463333,1348236,373361,171191,202170,13.27945357,11.69870426,14.99514922,45.85133423,54.14866577,89.08857647,2.05002665,0.746998214,1.17393086,6.940467805,10.91142353,2158608,1128105,1030503,127114,45562,81552,5.888702349,4.038808444,7.9138052,35.84341615,64.15658385,89.56527212,3.396950769,0.682064918,2.609468666,3.746243529,10.43472788,,7.390751223,7.659895815,7.081344017,-10.00791809,-0.476695646,-1.346924119,0.064933295,-1.435537805,3.194224275
Kishanganj,210,District - Kishanganj ,0,1690400,866970,823430,144747,86760,57987,8.562884524,10.00726669,7.042128657,59.93906609,40.06093391,84.32022771,3.601456334,1.227659295,1.602105743,9.24855092,15.67977229,1296348,669552,626796,122680,33830,88850,9.463508255,5.052632208,14.17526596,27.57580698,72.42419302,91.58216498,2.239158787,0.710792305,1.063743071,4.404140854,8.417835018,,-0.900623731,4.95463448,-7.133137299,-32.36325912,-7.261937274,1.362297547,0.51686699,0.538362672,4.844410066
Purnia,211,District - Purnia ,0,3264619,1699370,1565249,366733,202494,164239,11.23356202,11.91582763,10.49283533,55.21564735,44.78435265,84.14132352,1.844938961,0.817215795,1.395565711,11.80095601,15.85867648,2543942,1328417,1215525,117916,41020,76896,4.635168569,3.087885807,6.326155365,34.78747583,65.21252417,92.26228841,1.920858917,0.458801181,0.919298484,4.438753011,7.737711591,,6.598393448,8.827941823,4.16667996,-20.42817152,-8.120964884,-0.075919955,0.358414614,0.476267228,7.362202998
Katihar,212,District - Katihar ,0,3071029,1600430,1470599,346156,204904,141252,11.27166171,12.80305918,9.605065691,59.19412057,40.80587943,87.68560996,2.209119588,0.847016952,1.835010804,7.4232427,12.31439004,2392638,1246872,1145766,98997,27516,71481,4.137566987,2.206802302,6.238708427,27.79478166,72.20521834,94.17255068,1.51519743,0.453549097,0.66062608,3.198076709,5.827449317,,7.134094727,10.59625688,3.366357264,-31.39933891,-6.486940727,0.693922157,0.393467854,1.174384725,4.22516599
Madhepura,213,District - Madhepura ,0,2001762,1047559,954203,334073,161075,172998,16.68894704,15.37622225,18.13010439,48.21550978,51.78449022,90.21621023,1.23386206,0.573228007,1.431723007,6.544976697,9.78378977,1526646,797180,729466,96713,44134,52579,6.334998421,5.536265335,7.20787535,45.63398923,54.36601077,68.95867153,7.257555861,3.391477878,9.321394228,11.0709005,31.04132847,,10.35394862,9.839956911,10.92222904,-2.581520558,21.2575387,-6.023693801,-2.818249871,-7.889671222,-4.525923803
Saharsa,214,District - Saharsa ,0,1900661,997174,903487,286632,159871,126761,15.08064826,16.03240758,14.03019634,55.77569846,44.22430154,86.58454046,2.60822239,0.972675765,1.963842139,7.87071925,13.41545954,1508182,789432,718750,43130,21147,21983,2.859734435,2.678761439,3.058504348,49.030837,50.969163,78.5717598,4.089960584,1.365638767,8.235566891,7.737073962,21.4282402,,12.22091382,13.35364615,10.97169199,-6.744861452,8.01278066,-1.481738195,-0.392963001,-6.271724752,0.133645287
Darbhanga,215,District - Darbhanga ,0,3937385,2059949,1877436,492764,329069,163695,12.51500679,15.97461879,8.719072181,66.78024369,33.21975631,81.58225844,4.021803541,1.435169777,2.335397878,10.62537036,18.41774156,3295789,1722189,1573600,173967,64831,109136,5.278462911,3.764453263,6.935434672,37.26626314,62.73373686,92.5750286,4.100202912,1.020883271,0.631729006,1.672156214,7.424971403,,7.236543876,12.21016553,1.783637509,-29.51398054,-10.99277015,-0.078399371,0.414286506,1.703668872,8.953214146
Muzaffarpur,216,District - Muzaffarpur ,0,4801062,2527497,2273565,637888,437435,200453,13.28639372,17.30704329,8.816682171,68.57551796,31.42448204,75.57659025,3.477099428,1.855184609,3.434145179,15.65698054,24.42340975,3746714,1951466,1795248,351192,153910,197282,9.37333354,7.886891188,10.98912239,43.82503018,56.17496982,89.1856876,4.594922436,1.703057017,1.372183877,3.144149069,10.8143124,,3.913060179,9.420152104,-2.172440223,-24.75048778,-13.60909735,-1.117823007,0.152127592,2.061961302,12.51283147
Gopalganj,217,District - Gopalganj ,0,2562012,1267666,1294346,365090,239250,125840,14.25012841,18.87326788,9.722284459,65.53178668,34.46821332,82.54046947,3.453942863,1.243802898,2.794105563,9.967679202,17.45953053,2152638,1075710,1076928,111138,47255,63883,5.162874575,4.392912588,5.93196574,42.51921035,57.48078965,87.28157786,7.206356062,1.443250733,0.923176591,3.145638755,12.71842214,,9.087253839,14.48035529,3.790318719,-23.01257633,-4.741108385,-3.752413198,-0.199447835,1.870928972,6.822040447
Siwan,218,District - Siwan ,0,3330464,1675090,1655374,470143,328691,141452,14.11644143,19.62228895,8.545017621,69.91298392,30.08701608,77.95585598,3.925614122,1.944727455,5.543845171,10.62995727,22.04414402,2714349,1336283,1378066,256632,90391,166241,9.454642715,6.764360543,12.06335546,35.22202999,64.77797001,85.17332211,5.854297204,1.714906948,3.648414851,3.609058886,14.82667789,,4.661798717,12.85792841,-3.518337835,-34.69095393,-7.217466127,-1.928683082,0.229820507,1.89543032,7.020898382
Saran,219,District - Saran ,0,3951862,2022821,1929041,494711,381281,113430,12.51842802,18.84897378,5.880123854,77.07146192,22.92853808,79.27780057,3.828699988,1.87624694,3.234009351,11.78324315,20.72219943,3248701,1652661,1596040,67092,23684,43408,2.065194673,1.433082768,2.719731335,35.30078102,64.69921898,82.7788708,5.917247958,3.812675133,3.128539915,4.36266619,17.2211292,,10.45323335,17.41589102,3.160392519,-41.77068091,-3.50107023,-2.08854797,-1.936428193,0.105469436,7.420576956
Vaishali,220,District - Vaishali ,0,3495021,1844535,1650486,343967,235564,108403,9.841628992,12.77091516,6.56794423,68.48447671,31.51552329,78.10196908,3.795712961,1.685045368,2.789221059,13.62805153,21.89803092,2718421,1415603,1302818,302745,144961,157784,11.13679596,10.24022978,12.1109779,47.8822111,52.1177889,87.52118119,5.451452543,1.678310129,2.461807792,2.887248344,12.47881881,,-1.295166965,2.530685381,-5.543033666,-20.60226561,-9.419212108,-1.655739582,0.006735239,0.327413267,10.74080318
Samastipur,221,District - Samastipur ,0,4261566,2230003,2031563,436134,265824,170310,10.2341252,11.92034271,8.383200521,60.95007498,39.04992502,82.83555054,3.849275681,1.327115061,1.942063678,10.04599504,17.16444946,3394793,1760692,1634101,144553,58238,86315,4.258079948,3.307676754,5.282109245,40.28833715,59.71166285,83.05880888,12.31036367,1.177422814,1.04736671,2.406037924,16.94119112,,5.976045254,8.612665954,3.101091276,-20.66173783,-0.223258338,-8.461087992,0.149692247,0.894696968,7.639957114
