Table,State_Code,District_Code,District_Name,Rural_or_Urban,Literacy,Total_Population,Male_Population,Female_Population,Total_Main_Workers,Total_Main_Male_Workers,Total_Main_Female_Workers,Total_Marginal_Workers,Total_Marginal_Male_Workers,Total_Marginal_Female_Workers,Seeking_Total_Workers,Seeking_Male_Workers,Seeking_Female_Workers,Total_Person_Nonworkers,Total_Male_Nonworkers,Total_Female_Nonworkers,Total_Person_Nonworkers_Seeking,Total_Male_Nonworkers_Seeking,Total_Female_Nonworkers_Seeking
B0103,09,178,District - Ambedkar Nagar,Total,Graduate and above other than technical degree,129059,80121,48938,49633,41611,8022,21662,15119,6543,11844,8927,2917,57764,23391,34373,17930,9170,8760
B0103,09,178,District - Ambedkar Nagar,Total,Technical degree or diploma equal to degree or post-graduate degree,11494,8587,2907,5156,4345,811,1357,1036,321,782,611,171,4981,3206,1775,1894,1303,591
B0103,09,178,District - Ambedkar Nagar,Rural,Total,2117158,1067762,1049396,380462,297112,83350,322250,182104,140146,148760,100049,48711,1414446,588546,825900,118607,52879,65728
B0103,09,178,District - Ambedkar Nagar,Rural,Illiterate,817492,324699,492793,117391,71649,45742,129257,48111,81146,52573,24848,27725,570844,204939,365905,26522,5152,21370
B0103,09,178,District - Ambedkar Nagar,Rural,Literate,1299666,743063,556603,263071,225463,37608,192993,133993,59000,96187,75201,20986,843602,383607,459995,92085,47727,44358
B0103,09,178,District - Ambedkar Nagar,Rural,Literate but below matric/secondary,816820,455714,361106,130451,111803,18648,109870,76471,33399,53393,42550,10843,576499,267440,309059,36502,18331,18171
B0103,09,178,District - Ambedkar Nagar,Rural,Matric/secondary but below graduate,313489,180755,132734,71268,62577,8691,50841,35566,15275,25944,20041,5903,191380,82612,108768,35821,18681,17140
B0103,09,178,District - Ambedkar Nagar,Rural,Technical diploma or certificate not equal to degree,1374,1212,162,408,380,28,154,140,14,91,84,7,812,692,120,346,295,51
B0103,09,178,District - Ambedkar Nagar,Rural,Graduate and above other than technical degree,109750,69412,40338,41980,35195,6785,20071,14001,6070,10992,8294,2698,47699,20216,27483,14968,7876,7092
B0103,09,178,District - Ambedkar Nagar,Rural,Technical degree or diploma equal to degree or post-graduate degree,9513,7223,2290,4264,3640,624,1211,926,285,708,549,159,4038,2657,1381,1547,1078,469
B0103,09,178,District - Ambedkar Nagar,Urban,Total,280730,144648,136082,60536,52325,8211,24150,15865,8285,11632,8565,3067,196044,76458,119586,18552,8574,9978
B0103,09,178,District - Ambedkar Nagar,Urban,Illiterate,93457,41035,52422,14110,10946,3164,8635,4464,4171,3768,2364,1404,70712,25625,45087,2861,815,2046
B0103,09,178,District - Ambedkar Nagar,Urban,Literate,187273,103613,83660,46426,41379,5047,15515,11401,4114,7864,6201,1663,125332,50833,74499,15691,7759,7932
B0103,09,178,District - Ambedkar Nagar,Urban,Literate but below matric/secondary,113968,64005,49963,24555,22388,2167,9421,7077,2344,4702,3835,867,79992,34540,45452,5876,3072,2804
B0103,09,178,District - Ambedkar Nagar,Urban,Matric/secondary but below graduate,43319,22427,20892,10469,9387,1082,3397,2393,1004,1775,1303,472,29453,10647,18806,5813,2781,3032
B0103,09,178,District - Ambedkar Nagar,Urban,Technical diploma or certificate not equal to degree,233,193,40,89,80,9,18,16,2,12,11,1,126,97,29,47,41,6
B0103,09,178,District - Ambedkar Nagar,Urban,Graduate and above other than technical degree,19309,10709,8600,7653,6416,1237,1591,1118,473,852,633,219,10065,3175,6890,2962,1294,1668
B0103,09,178,District - Ambedkar Nagar,Urban,Technical degree or diploma equal to degree or post-graduate degree,1981,1364,617,892,705,187,146,110,36,74,62,12,943,549,394,347,225,122
B0103,09,179,District - Sultanpur,Total,Total,3797117,1914586,1882531,690967,548315,142652,551665,321523,230142,262373,183177,79196,2554485,1044748,1509737,208004,95416,112588
B0103,09,179,District - Sultanpur,Total,Illiterate,1557215,614338,942877,220928,136915,84013,238902,95210,143692,101856,52877,48979,1097385,382213,715172,51214,10115,41099
B0103,09,179,District - Sultanpur,Total,Literate,2239902,1300248,939654,470039,411400,58639,312763,226313,86450,160517,130300,30217,1457100,662535,794565,156790,85301,71489
B0103,09,179,District - Sultanpur,Total,Literate but below matric/secondary,1508373,840792,667581,249384,216682,32702,202219,143598,58621,102036,82686,19350,1056770,480512,576258,73542,37144,36398
B0103,09,179,District - Sultanpur,Total,Matric/secondary but below graduate,483494,298470,185024,124579,112374,12205,70650,53747,16903,37205,30757,6448,288265,132349,155916,55443,32117,23326
B0103,09,179,District - Sultanpur,Total,Technical diploma or certificate not equal to degree,2931,2623,308,1226,1123,103,255,241,14,158,150,8,1450,1259,191,504,440,64
B0103,09,179,District - Sultanpur,Total,Graduate and above other than technical degree,148218,98733,49485,63395,54854,8541,20709,15736,4973,11655,9413,2242,64114,28143,35971,19739,11250,8489
B0103,09,179,District - Sultanpur,Total,Technical degree or diploma equal to degree or post-graduate degree,13062,10116,2946,6370,5524,846,1223,991,232,704,575,129,5469,3601,1868,2061,1452,609
B0103,09,179,District - Sultanpur,Rural,Total,3597201,1810496,1786705,644098,508201,135897,540128,313873,226255,256678,178937,77741,2412975,988422,1424553,193468,88394,105074
B0103,09,179,District - Sultanpur,Rural,Illiterate,1503527,591301,912226,214188,132011,82177,235890,93516,142374,100397,51880,48517,1053449,365774,687675,49354,9551,39803
B0103,09,179,District - Sultanpur,Rural,Literate,2093674,1219195,874479,429910,376190,53720,304238,220357,83881,156281,127057,29224,1359526,622648,736878,144114,78843,65271
B0103,09,179,District - Sultanpur,Rural,Literate but below matric/secondary,1437468,802992,634476,236140,204881,31259,197930,140497,57433,99901,80950,18951,1003398,457614,545784,69748,35212,34536
B0103,09,179,District - Sultanpur,Rural,Matric/secondary but below graduate,443165,276128,167037,113518,102402,11116,68366,52201,16165,36101,29949,6152,261281,121525,139756,50713,29639,21074
B0103,09,179,District - Sultanpur,Rural,Technical diploma or certificate not equal to degree,1994,1830,164,539,513,26,222,209,13,145,137,8,1233,1108,125,435,397,38
B0103,09,179,District - Sultanpur,Rural,Graduate and above other than technical degree,123052,84215,38837,51984,45152,6832,19381,14873,4508,10969,8954,2015,51687,24190,27497,16616,9829,6787
B0103,09,179,District - Sultanpur,Rural,Technical degree or diploma equal to degree or post-graduate degree,9195,7378,1817,4363,3886,477,1016,843,173,586,487,99,3816,2649,1167,1518,1109,409
B0103,09,179,District - Sultanpur,Urban,Total,199916,104090,95826,46869,40114,6755,11537,7650,3887,5695,4240,1455,141510,56326,85184,14536,7022,7514
B0103,09,179,District - Sultanpur,Urban,Illiterate,53688,23037,30651,6740,4904,1836,3012,1694,1318,1459,997,462,43936,16439,27497,1860,564,1296
B0103,09,179,District - Sultanpur,Urban,Literate,146228,81053,65175,40129,35210,4919,8525,5956,2569,4236,3243,993,97574,39887,57687,12676,6458,6218
B0103,09,179,District - Sultanpur,Urban,Literate but below matric/secondary,70905,37800,33105,13244,11801,1443,4289,3101,1188,2135,1736,399,53372,22898,30474,3794,1932,1862
B0103,09,179,District - Sultanpur,Urban,Matric/secondary but below graduate,40329,22342,17987,11061,9972,1089,2284,1546,738,1104,808,296,26984,10824,16160,4730,2478,2252
B0103,09,179,District - Sultanpur,Urban,Technical diploma or certificate not equal to degree,937,793,144,687,610,77,33,32,1,13,13,0,217,151,66,69,43,26
B0103,09,179,District - Sultanpur,Urban,Graduate and above other than technical degree,25166,14518,10648,11411,9702,1709,1328,863,465,686,459,227,12427,3953,8474,3123,1421,1702
B0103,09,179,District - Sultanpur,Urban,Technical degree or diploma equal to degree or post-graduate degree,3867,2738,1129,2007,1638,369,207,148,59,118,88,30,1653,952,701,543,343,200
B0103,09,180,District - Bahraich,Total,Total,3487731,1843884,1643847,743452,640148,103304,408708,255428,153280,191250,144906,46344,2335571,948308,1387263,108960,48813,60147
B0103,09,180,District - Bahraich,Total,Illiterate,2089363,965599,1123764,383927,310552,73375,253532,133430,120102,112538,76363,36175,1451904,521617,930287,50396,15156,35240
B0103,09,180,District - Bahraich,Total,Literate,1398368,878285,520083,359525,329596,29929,155176,121998,33178,78712,68543,10169,883667,426691,456976,58564,33657,24907
B0103,09,180,District - Bahraich,Total,Literate but below matric/secondary,1033603,640137,393466,220805,204852,15953,111489,88251,23238,57021,50208,6813,701309,347034,354275,32440,18917,13523
B0103,09,180,District - Bahraich,Total,Matric/secondary but below graduate,202484,131935,70549,71989,65960,6029,22642,17960,4682,11314,9783,1531,107853,48015,59838,15979,9190,6789
B0103,09,180,District - Bahraich,Total,Technical diploma or certificate not equal to degree,621,547,74,316,299,17,46,41,5,19,18,1,259,207,52,63,52,11
B0103,09,180,District - Bahraich,Total,Graduate and above other than technical degree,63315,42531,20784,32513,28441,4072,5645,4402,1243,2734,2268,466,25157,9688,15469,5870,3154,2716
B0103,09,180,District - Bahraich,Total,Technical degree or diploma equal to degree or post-graduate degree,4340,3288,1052,2336,1967,369,292,236,56,134,117,17,1712,1085,627,553,403,150
B0103,09,180,District - Bahraich,Rural,Total,3203687,1695122,1508565,679852,584683,95169,388737,240794,147943,182073,137541,44532,2135098,869645,1265453,90593,39955,50638
B0103,09,180,District - Bahraich,Rural,Illiterate,1973409,909151,1064258,363780,293800,69980,245114,127450,117664,108663,73291,35372,1364515,487901,876614,45937,13216,32721
B0103,09,180,District - Bahraich,Rural,Literate,1230278,785971,444307,316072,290883,25189,143623,113344,30279,73410,64250,9160,770583,381744,388839,44656,26739,17917
B0103,09,180,District - Bahraich,Rural,Literate but below matric/secondary,946175,592226,353949,204178,189562,14616,105854,83901,21953,54400,47952,6448,636143,318763,317380,27742,16473,11269
B0103,09,180,District - Bahraich,Rural,Matric/secondary but below graduate,159543,109125,50418,60516,55588,4928,19775,15823,3952,9998,8729,1269,79252,37714,41538,10692,6582,4110
B0103,09,180,District - Bahraich,Rural,Technical diploma or certificate not equal to degree,373,338,35,181,173,8,28,27,1,12,12,0,164,138,26,37,33,4
B0103,09,180,District - Bahraich,Rural,Graduate and above other than technical degree,39702,29305,10397,22219,19681,2538,4191,3410,781,2082,1824,258,13292,6214,7078,2951,1866,1085
B0103,09,180,District - Bahraich,Rural,Technical degree or diploma equal to degree or post-graduate degree,2308,1875,433,1294,1137,157,161,137,24,76,66,10,853,601,252,232,179,53
B0103,09,180,District - Bahraich,Urban,Total,284044,148762,135282,63600,55465,8135,19971,14634,5337,9177,7365,1812,200473,78663,121810,18367,8858,9509
B0103,09,180,District - Bahraich,Urban,Illiterate,115954,56448,59506,20147,16752,3395,8418,5980,2438,3875,3072,803,87389,33716,53673,4459,1940,2519
B0103,09,180,District - Bahraich,Urban,Literate,168090,92314,75776,43453,38713,4740,11553,8654,2899,5302,4293,1009,113084,44947,68137,13908,6918,6990
B0103,09,180,District - Bahraich,Urban,Literate but below matric/secondary,87428,47911,39517,16627,15290,1337,5635,4350,1285,2621,2256,365,65166,28271,36895,4698,2444,2254
B0103,09,180,District - Bahraich,Urban,Matric/secondary but below graduate,42941,22810,20131,11473,10372,1101,2867,2137,730,1316,1054,262,28601,10301,18300,5287,2608,2679
B0103,09,180,District - Bahraich,Urban,Technical diploma or certificate not equal to degree,248,209,39,135,126,9,18,14,4,7,6,1,95,69,26,26,19,7
B0103,09,180,District - Bahraich,Urban,Graduate and above other than technical degree,23613,13226,10387,10294,8760,1534,1454,992,462,652,444,208,11865,3474,8391,2919,1288,1631
B0103,09,180,District - Bahraich,Urban,Technical degree or diploma equal to degree or post-graduate degree,2032,1413,619,1042,830,212,131,99,32,58,51,7,859,484,375,321,224,97
B0103,09,181,District - Shrawasti,Total,Total,1117361,593897,523464,232762,192781,39981,170993,101200,69793,80677,58675,22002,713606,299916,413690,41295,18567,22728
B0103,09,181,District - Shrawasti,Total,Illiterate,694048,317197,376851,130448,99284,31164,110275,53457,56818,49577,31681,17896,453325,164456,288869,21114,5990,15124
B0103,09,181,District - Shrawasti,Total,Literate,423313,276700,146613,102314,93497,8817,60718,47743,12975,31100,26994,4106,260281,135460,124821,20181,12577,7604
B0103,09,181,District - Shrawasti,Total,Literate but below matric/secondary,321466,204681,116785,64207,59012,5195,43215,33782,9433,22271,19383,2888,214044,111887,102157,12588,7693,4895
B0103,09,181,District - Shrawasti,Total,Matric/secondary but below graduate,54357,38574,15783,19980,18276,1704,8514,6951,1563,4468,3914,554,25863,13347,12516,4571,2965,1606
B0103,09,181,District - Shrawasti,Total,Technical diploma or certificate not equal to degree,88,80,8,45,44,1,13,11,2,10,9,1,30,25,5,11,10,1
B0103,09,181,District - Shrawasti,Total,Graduate and above other than technical degree,13774,10612,3162,7420,6658,762,1894,1618,276,1023,908,115,4460,2336,2124,1136,749,387
B0103,09,181,District - Shrawasti,Total,Technical degree or diploma equal to degree or post-graduate degree,849,727,122,483,442,41,78,66,12,42,39,3,288,219,69,84,73,11
B0103,09,181,District - Shrawasti,Rural,Total,1078712,573681,505031,225829,186383,39446,167987,98559,69428,78770,56899,21871,684896,288739,396157,39508,17447,22061
B0103,09,181,District - Shrawasti,Rural,Illiterate,676333,308844,367489,128202,97257,30945,108748,52154,56594,48525,30722,17803,439383,159433,279950,20568,5728,14840
B0103,09,181,District - Shrawasti,Rural,Literate,402379,264837,137542,97627,89126,8501,59239,46405,12834,30245,26177,4068,245513,129306,116207,18940,11719,7221
B0103,09,181,District - Shrawasti,Rural,Literate but below matric/secondary,309109,197949,111160,62261,57151,5110,42383,33022,9361,21766,18901,2865,204465,107776,96689,12117,7376,4741
B0103,09,181,District - Shrawasti,Rural,Matric/secondary but below graduate,49205,35566,13639,18583,16973,1610,8150,6625,1525,4264,3718,546,22472,11968,10504,4082,2606,1476
B0103,09,181,District - Shrawasti,Rural,Technical diploma or certificate not equal to degree,70,63,7,33,32,1,13,11,2,10,9,1,24,20,4,8,7,1
B0103,09,181,District - Shrawasti,Rural,Graduate and above other than technical degree,11917,9440,2477,6582,5915,667,1767,1502,265,962,848,114,3568,2023,1545,965,637,328
B0103,09,181,District - Shrawasti,Rural,Technical degree or diploma equal to degree or post-graduate degree,677,595,82,387,357,30,74,62,12,42,39,3,216,176,40,67,61,6
B0103,09,181,District - Shrawasti,Urban,Total,38649,20216,18433,6933,6398,535,3006,2641,365,1907,1776,131,28710,11177,17533,1787,1120,667
B0103,09,181,District - Shrawasti,Urban,Illiterate,17715,8353,9362,2246,2027,219,1527,1303,224,1052,959,93,13942,5023,8919,546,262,284
B0103,09,181,District - Shrawasti,Urban,Literate,20934,11863,9071,4687,4371,316,1479,1338,141,855,817,38,14768,6154,8614,1241,858,383
B0103,09,181,District - Shrawasti,Urban,Literate but below matric/secondary,12357,6732,5625,1946,1861,85,832,760,72,505,482,23,9579,4111,5468,471,317,154
B0103,09,181,District - Shrawasti,Urban,Matric/secondary but below graduate,5152,3008,2144,1397,1303,94,364,326,38,204,196,8,3391,1379,2012,489,359,130
B0103,09,181,District - Shrawasti,Urban,Technical diploma or certificate not equal to degree,18,17,1,12,12,0,0,0,0,0,0,0,6,5,1,3,3,0
B0103,09,181,District - Shrawasti,Urban,Graduate and above other than technical degree,1857,1172,685,838,743,95,127,116,11,61,60,1,892,313,579,171,112,59
B0103,09,181,District - Shrawasti,Urban,Technical degree or diploma equal to degree or post-graduate degree,172,132,40,96,85,11,4,4,0,0,0,0,72,43,29,17,12,5
B0103,09,182,District - Balrampur,Total,Total,2148665,1114721,1033944,458727,367929,90798,301526,166403,135123,139665,96622,43043,1388412,580389,808023,67449,31447,36002
B0103,09,182,District - Balrampur,Total,Illiterate,1280308,569778,710530,248581,177097,71484,190067,83206,106861,83947,49153,34794,841660,309475,532185,31961,9442,22519
B0103,09,182,District - Balrampur,Total,Literate,868357,544943,323414,210146,190832,19314,111459,83197,28262,55718,47469,8249,546752,270914,275838,35488,22005,13483
B0103,09,182,District - Balrampur,Total,Literate but below matric/secondary,674540,413503,261037,136325,124167,12158,83205,61668,21537,41514,35420,6094,455010,227668,227342,22071,13458,8613
B0103,09,182,District - Balrampur,Total,Matric/secondary but below graduate,110696,75099,35597,39288,36197,3091,15146,11855,3291,7560,6566,994,56262,27047,29215,8057,5143,2914
B0103,09,182,District - Balrampur,Total,Technical diploma or certificate not equal to degree,405,377,28,211,207,4,30,29,1,10,10,0,164,141,23,52,45,7
B0103,09,182,District - Balrampur,Total,Graduate and above other than technical degree,33423,23557,9866,16835,14786,2049,3731,2986,745,1905,1637,268,12857,5785,7072,2945,1859,1086
