CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWorkersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWorkersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Tamenglong,273,District - Tamenglong ,0,140651,72371,68280,70675,37237,33438,55979,30544,25435,79.20622568,82.02594194,76.06615228,54.56331839,45.43668161,79.11359617,1.261187231,1.243323389,1.279051073,17.10284214,20.88640383,111499,58014,53485,187176,111409,75767,44113,24768,19345,23.56765825,22.23159709,25.53222379,56.14671412,43.85328588,78.3170494,1.178790833,1.031441979,0.317366763,19.15535103,21.6829506,55.63856743,59.79434485,50.53392849,1.583395733,0.796546774,0.082396398,0.211881411,0.96168431,-2.052508893
Churachandpur,274,District - Churachandpur ,0,274143,138820,135323,121808,69875,51933,89019,56940,32079,73.0814068,81.48837209,61.76997285,63.96387288,36.03612712,65.23326481,3.090351498,2.835349757,2.671339826,26.16969411,34.76673519,227905,117232,110673,289723,184992,104731,78899,54855,24044,27.23256352,29.65263363,22.95786348,69.52559602,30.47440398,61.60280865,3.688259674,1.622327279,0.348546876,32.73805752,38.39719135,45.84884329,51.83573847,38.81210937,5.561723134,3.630456155,-0.597908176,1.213022478,2.32279295,-6.568363406
Bishnupur,275,District - Bishnupur ,0,237399,118782,118617,110607,63480,47127,76917,53720,23197,69.54080664,84.62507876,49.22231417,69.84151748,30.15848252,49.67302417,12.10915662,8.752291431,2.862826163,26.60270161,50.32697583,208368,104550,103818,140563,83527,57036,56275,40119,16156,40.03542895,48.03117555,28.32596956,71.29098179,28.70901821,50.33318525,11.45091071,6.777432252,1.304309196,30.13416259,49.66681475,29.50537769,36.59390322,20.89634461,1.449464306,-0.660161082,0.658245917,1.974859179,1.558516967,-3.531460981
Thoubal,276,District - Thoubal ,0,422168,210845,211323,195537,109499,86038,133537,90261,43276,68.29244593,82.43088978,50.29870522,67.59250245,32.40749755,55.40711563,9.937320743,6.12564308,2.576065061,25.95385549,44.59288437,364140,182250,181890,212774,140289,72485,111160,73147,38013,52.24322521,52.14022482,52.44257433,65.80334653,34.19665347,58.65329255,12.5656711,5.080064772,1.234256927,22.46671465,41.34670745,16.04922072,30.29066496,-2.143869102,-1.789155925,-3.24617692,-2.628350362,1.045578309,1.341808134,3.48714084
Imphal West,277,District - Imphal West ,0,517992,255054,262938,214072,129517,84555,166452,111150,55302,77.7551478,85.81885004,65.40358347,66.7760075,33.2239925,23.69211544,14.36750535,12.96109389,5.907408742,43.07187658,76.30788456,444382,221781,222601,312117,190623,121494,128512,85609,42903,41.17430323,44.91011053,35.31285496,66.61556897,33.38443103,24.96420568,16.41714392,10.52041833,3.945156873,44.1530752,75.03579432,36.58084457,40.9087395,30.09072851,-0.160438524,-1.272090233,-2.049638577,2.440675562,1.96225187,-1.081198622
Imphal East,278,District - Imphal East ,0,456113,226094,230019,196295,118624,77671,146895,101178,45717,74.83379607,85.29302671,58.85980611,68.87776984,31.12223016,27.52646448,15.46546853,10.74781306,8.22219953,38.03805439,72.47353552,394876,198371,196505,182286,124188,58098,102947,72195,30752,56.47553844,58.1336361,52.93125409,70.12831846,29.87168154,30.80420022,16.56386296,9.771047238,4.684934967,38.17595462,69.19579978,18.35825763,27.15939061,5.928552017,1.25054862,-3.277735738,-1.098394427,0.976765826,3.537264564,-0.137900225
Ukhrul,279,District - Ukhrul ,0,183998,94718,89280,88215,46785,41430,68001,37577,30424,77.08552967,80.31847814,73.43470915,55.25948148,44.74051852,72.09011632,1.582329672,2.036734754,0.577932677,23.71288658,27.90988368,140778,73465,67313,220387,144605,75782,50531,28177,22354,22.92830339,19.48549497,29.49776992,55.76180958,44.23819042,73.80815737,3.255427361,1.226969583,0.564010212,21.14543548,26.19184263,54.15722628,60.83298318,43.93693923,0.502328104,-1.718041047,-1.67309769,0.809765171,0.013922466,2.5674511
Chandel,280,District - Chandel ,0,144182,74579,69603,76194,42594,33600,53760,33865,19895,70.55673675,79.50650326,59.21130952,62.99293155,37.00706845,66.48623512,2.243303571,3.4375,0.851934524,26.98102679,33.51376488,118327,59741,58586,263101,183387,79714,38432,22984,15448,14.6073181,12.5330585,19.37928093,59.80432973,40.19567027,74.88291007,4.665383014,3.770295587,0.489175687,16.19223564,25.11708993,55.94941865,66.97344476,39.83202859,-3.188601822,-8.396674956,-2.422079443,-0.332795587,0.362758837,10.78879115
Mamit,281,District - Mamit ,0,86364,44828,41536,39339,24016,15323,36185,23226,12959,91.98251099,96.71052632,84.57221171,64.18681774,35.81318226,81.19386486,1.008705265,1.738289346,1.702362858,14.35677767,18.80613514,62785,33114,29671,31072,20314,10758,27428,17398,10030,88.27239959,85.64536773,93.23294293,63.43152982,36.56847018,81.73034855,1.370861893,1.863059647,2.326090127,12.70963978,18.26965145,3.710111406,11.06515859,-8.660731218,-0.755287919,-0.536483688,-0.362156628,-0.124770301,-0.623727269,1.647137886
Kolasib,282,District - Kolasib ,0,83955,42918,41037,36672,22733,13939,29697,20013,9684,80.98003927,88.03501518,69.47413731,67.39064552,32.60935448,65.79789204,2.205609994,3.734383945,2.033875476,26.22823854,34.20210796,65960,34562,31398,103389,36830,66559,27441,18019,9422,26.54150828,48.92478957,14.15586172,65.6645166,34.3354834,67.11490106,2.051674502,3.975802631,1.439451915,25.41816989,32.88509894,54.43853098,39.1102256,55.3182756,-1.726128921,-1.317009017,0.153935493,-0.241418687,0.594423561,0.810068651
Aizawl,283,District - Aizawl ,0,400309,199270,201039,174685,104525,70160,151633,94413,57220,86.80367519,90.32575939,81.55644242,62.26415094,37.73584906,32.53051776,5.861520909,12.76437187,7.25897397,41.58461549,67.46948224,325676,166877,158799,263677,123801,139876,125328,79579,45749,47.53088058,64.27977157,32.70682605,63.49658496,36.50341504,36.88561215,6.257181157,12.28935274,6.465434699,38.10241925,63.11438785,39.2727946,26.04598782,48.84961637,1.232434018,-4.35509439,-0.395660248,0.475019133,0.793539271,3.482196234
Champhai,284,District - Champhai ,0,125745,63388,62357,60342,34129,26213,53111,31518,21593,88.01663849,92.3496147,82.37515736,59.34363879,40.65636121,76.48886295,1.850840692,2.408164034,2.32908437,16.92304796,23.51113705,108392,55756,52636,179902,72784,107118,49658,29104,20554,27.60280597,39.98681029,19.18818499,58.60888477,41.39111523,77.86258005,2.094325184,2.877683354,1.580812759,15.58459865,22.13741995,60.41383252,52.36280441,63.18697237,-0.734754022,-1.3737171,-0.243484492,-0.46951932,0.748271611,1.338449301
Serchhip,285,District - Serchhip ,0,64937,32851,32086,32397,18261,14136,29838,17428,12410,92.10112047,95.43836592,87.79003962,58.40874053,41.59125947,75.13573296,3.200616663,1.903612843,1.498089684,18.26194785,24.86426704,53861,27380,26481,112812,51209,61603,24783,13971,10812,21.96840762,27.28231366,17.55109329,56.37332042,43.62667958,76.04002744,3.510470887,3.07065327,1.03700117,16.34184723,23.95997256,70.13271286,68.15605226,70.23894632,-2.035420111,-0.90429448,-0.309854224,-1.167040428,0.461088514,1.920100618
Lunglei,286,District - Lunglei ,0,161428,82891,78537,77742,45704,32038,61468,40429,21039,79.06665638,88.45834063,65.66889319,65.77243444,34.22756556,68.47302662,1.446280992,2.934860415,2.287369038,24.85846294,31.52697338,137223,71402,65821,150287,62430,87857,60870,37079,23791,40.50250521,59.39292007,27.07923102,60.91506489,39.08493511,67.88894365,2.41498275,4.700180713,2.350911779,22.64498111,32.11105635,38.56415117,29.06542056,38.58966217,-4.857369545,0.584082965,-0.968701758,-1.765320298,-0.063542742,2.213481833
Lawngtlai,287,District - Lawngtlai ,0,117894,60599,57295,45566,28517,17049,38082,25757,12325,83.57547294,90.32156258,72.29163001,67.63562838,32.36437162,71.9027362,1.168531065,2.843863242,2.667927105,21.41694239,28.0972638,73620,38776,34844,172009,58440,113569,26188,17354,8834,15.22478475,29.6954141,7.778531113,66.26699252,33.73300748,75.56896288,1.672521766,2.111654193,0.767527112,19.87933405,24.43103712,68.35068819,60.62614848,64.51309889,-1.368635865,-3.666226683,-0.503990701,0.73220905,1.900399993,1.537608341
Saiha,288,District - Saiha ,0,56574,28594,27980,19461,12211,7250,14694,9960,4734,75.50485587,81.56580133,65.29655172,67.78276848,32.21723152,52.28664761,2.429563087,5.485232068,3.463998911,36.33455832,47.71335239,61056,31242,29814,208492,69369,139123,20754,12924,7830,9.954338776,18.6308005,5.628113252,62.27233304,37.72766696,70.16478751,1.758697119,3.218656645,1.272043943,23.58581478,29.83521249,65.55051709,62.93500083,59.66843847,-5.510435433,-17.8781399,0.670865968,2.266575423,2.191954968,12.74874354
West Tripura,289,District - West Tripura ,0,1725739,879428,846311,697421,499709,197712,523821,431281,92540,75.10829184,86.30643034,46.8054544,82.33365978,17.66634022,38.52957403,8.214256397,10.73019218,9.717059835,32.80891755,61.47042597,1532982,785579,747403,603586,393059,210527,432977,357458,75519,71.73410251,90.94258114,35.87140842,82.55819593,17.44180407,41.2308275,8.809243909,11.30729808,4.856147093,33.79648342,58.7691725,3.374189321,-4.636150797,10.93404598,0.224536151,-2.70125347,-0.594987512,-0.577105894,4.860912742,-0.987565866
South Tripura,290,District - South Tripura ,0,876001,447544,428457,367468,253480,113988,258509,211865,46644,70.34871064,83.58253117,40.92009685,81.95652763,18.04347237,57.36782859,5.473697241,7.319667787,7.047336843,22.79146954,42.63217141,767440,394605,372835,375810,218746,157064,223339,177943,45396,59.42870067,81.34685891,28.90286762,79.67394857,20.32605143,64.74149163,4.929725664,6.995195644,2.310836889,21.02275017,35.25850837,10.92000996,2.235672252,12.01722923,-2.282579054,-7.373663048,0.543971577,0.324472143,4.736499954,1.768719374
Dhalai,291,District - Dhalai ,0,378230,194544,183686,155961,105958,50003,107997,88887,19110,69.24615769,83.88889938,38.21770694,82.30506403,17.69493597,57.91734956,3.646397585,5.790901599,8.635425058,24.0099262,42.08265044,307868,159095,148773,203801,106964,96837,92647,73103,19544,45.45954142,68.34355484,20.18236831,78.9048755,21.0951245,65.06524766,4.007685084,6.11892452,2.983366974,21.82477576,34.93475234,23.78661628,15.54534453,18.03533863,-3.400188534,-7.147898104,-0.361287499,-0.328022921,5.652058085,2.18515044
North Tripura,292,District - North Tripura ,0,693947,352860,341087,248845,186141,62704,186479,155506,30973,74.93781269,83.54204608,49.39557285,83.39062307,16.60937693,46.48834453,6.472578682,8.936126856,12.49255948,25.61039045,53.51165547,590913,302946,287967,354118,190728,163390,151767,125483,26284,42.85774798,65.79159851,16.08666381,82.68134706,17.31865294,48.7767433,8.943314423,9.352494284,6.050722489,26.87672551,51.2232567,32.08006471,17.75044758,33.30890904,-0.709276008,-2.288398765,-2.470735741,-0.416367428,6.441836995,-1.266335061
West Garo Hills,293,District - West Garo Hills ,0,643291,324159,319132,255381,151459,103922,187929,122938,64991,73.58769838,81.16916129,62.53824984,65.41725865,34.58274135,66.30110308,3.211851284,4.754987256,4.325037647,21.40702074,33.69889692,518390,263424,254966,297040,147688,149352,162512,108384,54128,54.7104767,73.38714046,36.24189833,66.69292114,33.30707886,71.71408881,4.956557054,4.682731121,2.501353746,16.14526927,28.28591119,18.87722168,7.782020833,26.29635151,1.275662493,-5.41298573,-1.74470577,0.072256134,1.823683901,5.261751464
East Garo Hills,294,District - East Garo Hills ,0,317917,161223,156694,126073,72262,53811,83936,56056,27880,66.57730045,77.57327503,51.81096802,66.78421655,33.21578345,76.80613801,2.044414792,2.694910408,2.463781929,15.99075486,23.19386199,250582,127474,123108,267080,115591,151489,80296,52055,28241,30.06440018,45.03378291,18.64227766,64.82888313,35.17111687,79.71256351,2.318919996,2.692537611,1.454617914,13.82136096,20.28743649,36.51290027,32.53949212,33.16869036,-1.955333414,-2.906425505,-0.274505204,0.002372797,1.009164015,2.169393896
South Garo Hills,295,District - South Garo Hills ,0,142334,73170,69164,53451,33145,20306,38759,26748,12011,72.51314288,80.69995474,59.15000492,69.0110684,30.9889316,66.50068371,3.075414742,5.62192007,2.616166568,22.18581491,33.49931629,100980,52007,48973,306735,111610,195125,30337,19597,10740,9.890296184,17.5584625,5.504163997,64.59768599,35.40231401,76.65556911,2.772192372,5.178494907,2.762303458,12.63144016,23.34443089,62.62284669,63.14149224,53.64584093,-4.413382403,-10.15488539,0.30322237,0.443425163,-0.14613689,9.554374752
West Khasi Hills,296,District - West Khasi Hills ,0,383461,193715,189746,163688,89776,73912,120045,69320,50725,73.33769122,77.21440029,68.62891006,57.74501229,42.25498771,78.32312883,2.798117373,2.270815111,2.661501937,13.94643675,21.67687117,296049,150419,145630,172276,83331,88945,96101,54665,41436,55.7831619,65.5998368,46.58609253,56.88286282,43.11713718,84.88361203,1.855339695,2.197687849,1.399569203,9.66379122,15.11638797,17.55452931,11.61456349,22.04281753,-0.862149466,-6.560483206,0.942777678,0.073127262,1.261932734,4.282645533
Ribhoi,297,District - Ribhoi ,0,258840,132531,126309,106470,63891,42579,90592,56867,33725,85.08687893,89.00627631,79.20571174,62.77265101,37.22734899,74.36528612,2.751898622,2.73975627,2.514570823,17.62848817,25.63471388,192790,99319,93471,303241,129621,173620,73051,46787,26264,24.09008017,36.09523148,15.12728948,64.04703563,35.95296437,75.16392657,3.026652613,3.576953088,0.877469165,17.35499856,24.83607343,60.99679877,52.91104483,64.07842225,1.274384626,-0.798640454,-0.27475399,-0.837196818,1.637101658,0.273489604
East Khasi Hills,298,District - East Khasi Hills ,0,825922,410749,415173,326475,203887,122588,289142,185442,103700,88.5648212,90.95332218,84.59229288,64.13526918,35.86473082,39.38791321,5.54537217,9.708724433,8.050369715,37.30762048,60.61208679,660923,333553,327370,436755,207877,228878,223688,149742,73946,51.21589907,72.03394315,32.30804184,66.94234827,33.05765173,39.72944458,7.51806087,9.803833912,4.693591073,38.25506956,60.27055542,37.34892212,18.91937903,52.28425104,2.807079095,-0.341531378,-1.9726887,-0.095109479,3.356778641,-0.947449084
Jaintia Hills,299,District - Jaintia Hills ,0,395124,196285,198839,154119,88678,65441,110594,67203,43391,71.7588357,75.78317057,66.30552712,60.76550265,39.23449735,60.36855526,7.339457837,6.507586307,4.242544804,21.5418558,39.63144474,299108,149891,149217,158019,78444,79575,92095,57147,34948,58.28096621,72.85069604,43.91831605,62.05222868,37.94777132,76.8575927,3.407351105,5.056734893,1.583147836,13.09517346,23.1424073,13.47786949,2.932474534,22.38721106,1.286726028,-16.48903745,3.932106732,1.450851413,2.659396967,8.446682335
Kokrajhar,300,District - Kokrajhar ,0,887142,452905,434237,341261,235937,105324,253200,198464,54736,74.19541055,84.11737031,51.96916182,78.38230648,21.61769352,66.10821485,3.827804107,5.245655608,5.624012638,19.1943128,33.89178515,905764,466191,439573,353556,217200,136356,237030,185239,51791,67.04171334,85.28499079,37.98219367,78.1500232,21.8499768,66.69408936,5.418301481,6.274733156,2.243597857,19.36927815,33.30591064,7.153697215,-1.167620477,13.98696815,-0.232283273,-0.585874506,-1.590497373,-1.029077548,3.380414781,-0.174965354
Dhubri,301,District - Dhubri ,0,1949258,997848,951410,669003,524383,144620,504947,446663,58284,75.47753896,85.178772,40.30147974,88.45740246,11.54259754,59.75102337,8.266214078,7.922811701,7.576636756,16.48331409,40.24897663,1637344,841044,796300,538579,401780,136799,397132,362643,34489,73.73700051,90.25909702,25.2114416,91.31548201,8.684517994,63.22683642,7.693411762,9.017656598,3.397862675,16.66423255,36.77316358,1.74053845,-5.080325014,15.09003814,2.858079546,-3.475813042,0.572802316,-1.094844897,4.178774081,-0.180918457
Goalpara,302,District - Goalpara ,0,1008183,513292,494891,362707,267616,95091,266383,223057,43326,73.44302702,83.34965025,45.56267155,83.73544858,16.26455142,57.17669671,6.901341302,9.814440111,6.882571335,19.22495054,42.82330329,822035,420251,401784,376102,232450,143652,209415,177987,31428,55.68037394,76.57001506,21.87787152,84.99247905,15.00752095,56.55850823,7.756846453,10.50784328,3.896569014,21.28023303,43.44149177,17.76265308,6.779635188,23.68480002,1.257030465,0.618188486,-0.855505151,-0.693403167,2.986002322,-2.055282489
Barpeta,303,District - Barpeta ,YM,1693622,867004,826618,562611,446272,116339,440078,390045,50033,78.22065335,87.40073319,43.0062146,88.63087907,11.36912093,57.03670713,7.381418748,10.20455465,5.080463009,20.29685647,42.96329287,1647201,848578,798623,556737,404252,152485,406522,361121,45401,73.01867848,89.33066503,29.77407614,88.83184674,11.16815326,58.16068995,8.188732713,10.61516966,3.184821486,19.85058619,41.83931005,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
Morigaon,304,District - Morigaon ,0,957423,486651,470772,351800,258678,93122,261272,221704,39568,74.26719727,85.70655409,42.49049634,84.85562938,15.14437062,69.26498056,5.188462598,6.63293426,3.403349766,15.51027282,30.73501944,776256,398926,377330,314475,210638,103837,199554,176819,22735,63.45623658,83.94449245,21.89489296,88.60709382,11.39290618,72.05117412,4.908946952,7.102839332,1.979915211,13.95712439,27.94882588,10.81096069,1.762061648,20.59560338,3.751464437,-2.786193562,0.279515647,-0.469905072,1.423434555,1.553148432
Nagaon,305,District - Nagaon ,0,2823768,1439112,1384656,979751,766971,212780,734173,636534,97639,74.93465176,82.99322921,45.88730144,86.70081847,13.29918153,58.27141559,6.547775524,10.78274467,4.958504331,19.43955989,41.72858441,2314629,1190950,1123679,698883,539640,159243,566479,502856,63623,81.05491191,93.18360388,39.95340455,88.76869222,11.23130778,59.99163252,6.516569899,11.14869218,2.487823909,19.85528148,40.00836748,-6.120260146,-10.19037467,5.933896893,2.067873748,-1.72021693,0.031205625,-0.365947518,2.470680422,-0.415721599
Sonitpur,306,District - Sonitpur ,YM,1924110,983904,940206,770808,537771,233037,559091,441694,117397,72.53310812,82.13421698,50.37697876,79.00216602,20.99783398,61.54400625,4.91798294,8.383608393,4.965560168,20.18884225,38.45599375,1681513,871568,809945,589032,412349,176683,465222,372829,92393,78.98076845,90.41588557,52.29308988,80.14001917,19.85998083,61.16434734,5.668261604,8.783763451,2.597039693,21.78658791,38.83565266,1.60921025,1.30240884,2.316172365,3.213235056,-1.100921896,-0.662142222,-0.426179498,2.237637901,-0.048394285
Lakhimpur,307,District - Lakhimpur ,0,1042137,529674,512463,430115,282538,147577,283640,224027,59613,65.9451542,79.29092724,40.39450592,78.9828656,21.0171344,64.64461994,3.828091948,7.890283458,5.24467635,18.3923283,35.35538006,889010,455691,433319,471844,253944,217900,285834,202680,83154,60.57807241,79.81287213,38.16154199,70.90828943,29.09171057,70.94362462,4.125121574,6.643716283,2.89923522,15.3883023,29.05637538,5.367081789,-0.521944891,2.232963927,-8.074576178,-6.299004681,-0.297029627,1.246567175,2.34544113,3.004026002
Dhemaji,308,District - Dhemaji ,0,686133,351249,334884,316426,186217,130209,201032,145245,55787,63.53207385,77.99771235,42.84419664,72.24969159,27.75030841,76.02570735,2.470253492,5.028055235,2.427474233,14.04850969,23.97429265,571944,294643,277301,256066,149894,106172,152228,110792,41436,59.44873587,73.91356559,39.02723882,72.78030323,27.21969677,76.71650419,3.24644612,5.294032635,1.545707754,13.1973093,23.28349581,4.083337977,4.08414676,3.816957818,0.530611638,-0.690796841,-0.776192628,-0.2659774,0.881766479,0.851200391
Tinsukia,309,District - Tinsukia ,0,1327929,680231,647698,556806,365607,191199,409723,296423,113300,73.58451597,81.07694875,59.2576321,72.34717114,27.65282886,61.99334672,6.286686371,9.678734169,4.520615147,17.52061759,38.00665328,1150062,601099,548963,442339,301109,141230,350667,254092,96575,79.27562345,84.38538868,68.38136373,72.45962694,27.54037306,60.22095036,10.64628266,10.09704363,2.625853017,16.40987033,39.77904964,-5.691107476,-3.308439934,-9.123731632,0.112455802,1.772396364,-4.359596285,-0.418309465,1.89476213,1.110747255
Dibrugarh,310,District - Dibrugarh ,0,1326335,676434,649901,560287,367429,192858,391380,284867,106513,69.8534858,77.52980848,55.2287175,72.78527263,27.21472737,56.56599724,6.932904083,8.703561756,5.199550309,22.59798661,43.43400276,1185072,613555,571517,482009,291965,190044,340152,249676,90476,70.56963667,85.51572963,47.60792238,73.40130295,26.59869705,58.16399727,9.323772902,9.063595099,2.402749359,21.04588537,41.83600273,-0.716150864,-7.985921145,7.620795126,0.616030322,-1.598000031,-2.390868819,-0.360033343,2.79680095,1.552101243
Sivasagar,311,District - Sivasagar ,0,1151050,589216,561834,485142,324851,160291,318243,237166,81077,65.59790742,73.00762503,50.58113057,74.5235559,25.4764441,55.41457314,6.380030354,10.00053418,5.41095955,22.79390277,44.58542686,1051736,545476,506260,385951,257085,128866,284272,215840,68432,73.65494584,83.95666803,53.1032235,75.92728091,24.07271909,56.71891709,8.651221365,9.621770698,3.171962065,21.83612878,43.28108291,-8.057038418,-10.94904299,-2.522092935,1.403725015,-1.304343953,-2.271191011,0.378763485,2.238997485,0.957773994
Jorhat,312,District - Jorhat ,0,1092256,556805,535451,500358,321389,178969,340045,249962,90083,67.9603404,77.77553059,50.33441546,73.50850623,26.49149377,51.54700113,6.480906939,9.724595274,6.343866253,25.9036304,48.45299887,999221,517015,482206,484907,284860,200047,285371,218868,66503,58.85066621,76.83353226,33.24368773,76.69595018,23.30404982,53.63614383,7.524240375,10.08266432,3.289752638,25.46719884,46.36385617,9.109674186,0.941998326,17.09072772,3.187443957,-2.089142695,-1.043333436,-0.358069047,3.054113615,0.436431562
Golaghat,313,District - Golaghat ,0,1066888,543161,523727,480844,309244,171600,332253,247160,85093,69.0978779,79.92394355,49.58799534,74.38909506,25.61090494,67.05883769,4.895666856,7.236052045,4.346687615,16.46275579,32.94116231,946279,490286,455993,337587,225896,111691,276388,209764,66624,81.87163605,92.85866062,59.65028516,75.89475665,24.10524335,68.032259,7.053490021,7.244887622,2.118398773,15.55096459,31.967741,-12.77375815,-12.93471707,-10.06228982,1.505661589,-0.973421305,-2.157823165,-0.008835577,2.228288842,0.911791206
Karbi Anglong,314,District - Karbi Anglong ,0,956313,490167,466146,383410,246090,137320,260347,200899,59448,67.90302809,81.63639319,43.29158171,77.16585941,22.83414059,73.79881466,3.043630232,4.454823754,2.635713106,16.06701825,26.20118534,813311,422250,391061,322564,207056,115508,228792,170046,58746,70.92917995,82.12560853,50.85881497,74.32340292,25.67659708,73.78929333,4.640459457,4.727000944,2.160914717,14.68233155,26.21070667,-3.026151856,-0.489215342,-7.567233267,-2.842456495,0.009521327,-1.596829225,-0.27217719,0.474798389,1.384686699
Dima Hasao,315,District - Dima Hasao ,0,214102,110802,103300,85090,56467,28623,68430,50008,18422,80.42073099,88.56146068,64.3608287,73.07905889,26.92094111,57.36372936,2.943153588,5.249159725,3.29095426,31.15300307,42.63627064,188079,99822,88257,206373,100832,105541,56239,44860,11379,27.25114235,44.48984449,10.78159199,79.76670993,20.23329007,50.79571116,5.802023507,5.90337666,3.646935401,33.85195327,49.20428884,53.16958864,44.07161618,53.57923672,6.687651042,6.568018197,-2.858869919,-0.654216935,-0.355981141,-2.698950202
Cachar,316,District - Cachar ,0,1736617,886284,850333,608980,470446,138534,471833,396032,75801,77.47922756,84.18224408,54.71653168,83.93478201,16.06521799,43.31257034,7.534869329,12.71424423,9.870441449,26.56787465,56.68742966,1444921,743042,701879,546266,391881,154385,368158,310579,57579,67.39537149,79.2533958,37.29572173,84.3602475,15.6397525,49.7055612,8.295894697,11.98968921,4.717539752,25.29131514,50.2944388,10.08385608,4.928848282,17.42080995,0.425465493,-6.392990862,-0.761025369,0.724555025,5.152901697,1.276559509
Karimganj,317,District - Karimganj ,0,1228686,625864,602822,398877,319442,79435,293340,256062,37278,73.54146767,80.15915252,46.92893561,87.29187973,12.70812027,48.25594873,6.507806641,12.94197859,11.03429468,21.25997136,51.74405127,1007976,517680,490296,325772,237739,88033,233573,205086,28487,71.69830434,86.26518998,32.35945611,87.80381294,12.19618706,49.1978953,9.098654382,11.93288608,6.16852119,23.60204304,50.8021047,1.843163335,-6.106037455,14.56947949,0.511933211,-0.941946576,-2.590847741,1.009092513,4.865773485,-2.34207168
Hailakandi,318,District - Hailakandi ,0,659296,337890,321406,214535,171258,43277,165322,141636,23686,77.06061948,82.70328977,54.7311505,85.67280822,14.32719178,59.44762343,4.915256288,8.747777065,7.143634846,19.74570838,40.55237657,542872,280513,262359,208304,141156,67148,138508,116455,22053,66.49320224,82.50092097,32.84237803,84.07817599,15.92182401,64.20856557,7.210413839,7.273948075,3.287174748,18.01989777,35.79143443,10.56741724,0.202368806,21.88877247,-1.594632227,-4.760942144,-2.295157551,1.47382899,3.856460098,1.725810608
Bongaigaon,319,District - Bongaigaon ,YM,738804,375818,362986,256148,197605,58543,192013,167462,24551,74.96174087,84.74583133,41.9366961,87.21388656,12.78611344,50.28669934,7.340128012,10.29930265,6.967236593,25.10663341,49.71330066,904835,465240,439595,431253,249633,181620,238775,205849,32926,55.36773078,82.46065224,18.12906068,86.21044917,13.78955083,53.76986703,8.225735525,10.00146582,3.842948382,24.15998325,46.23013297,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
Chirang,320,District - Chirang ,YM,482162,244860,237302,194396,128884,65512,139513,106509,33004,71.7674232,82.6394277,50.3785566,76.34342319,23.65657681,61.2150839,5.021037466,7.07030886,6.471798327,20.22177145,38.7849161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
Kamrup,321,District - Kamrup ,YM,1517542,778461,739081,627715,427909,199806,420345,346149,74196,66.96430705,80.89313382,37.13402,82.34878493,17.65121507,49.0042703,10.47805969,9.028298184,5.565904198,25.92346763,50.9957297,2522324,1326981,1195343,939407,671199,268208,694945,599224,95721,73.97698761,89.27665268,35.68909205,86.22610422,13.77389578,31.757765,9.882652584,13.71446661,4.465821036,40.17929476,68.242235,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
Kamrup Metropolitan,322,District - Kamrup Metropolitan ,YM,1253938,647585,606353,492446,376609,115837,414765,335801,78964,84.22547853,89.16435879,68.16820187,80.96174942,19.03825058,8.798958446,8.343760925,19.12793992,7.316673297,56.41266741,91.20104155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
